state_id,current_article_id,target_article_id,next_article_id
2180,498,4247,3957
2181,2229,3122,237
2183,1208,945,438
2184,1604,3917,2986
2185,1899,4198,3523
2186,1723,4452,2994
2188,3629,3100,2212
2189,2410,1037,1918
2190,89,3468,351
2191,3192,746,3047
2194,3897,3967,36
2200,4586,459,4159
2201,4373,369,990
2202,4028,4066,4374
2203,2646,1184,749
2205,3256,2360,4503
2206,1534,72,3208
2208,608,4177,3347
2210,1105,4246,2891
2211,2940,474,3957
2212,2199,3915,307
2213,495,1012,2986
2215,496,4411,2977
2216,1790,4181,4245
2217,3693,4246,2498
2219,65,3461,3302
2220,2648,389,134
2222,897,2880,3747
2224,164,2237,1643
2231,1223,194,4503
2233,2460,980,3525
2236,2946,2994,2994
2239,2355,972,1435
2240,2955,1709,4072
2241,3639,3120,1488
2242,1535,2842,4245
2243,2890,3310,3008
2244,1874,4163,237
2246,2584,3360,3417
2248,2053,4254,4288
2249,2373,4193,4503
2250,1006,3874,237
2251,1504,2390,683
2253,1300,1031,4503
2257,3991,1742,4503
2259,760,223,307
2263,4286,3915,2986
2265,1815,2569,415
2267,2513,3049,749
2268,1804,1416,456
2269,1683,1012,263
2271,3217,1356,2027
2272,1657,369,36
2274,115,1100,237
2275,4064,1390,351
2276,172,4272,2113
2277,1199,2140,3593
2278,445,703,456
2280,432,648,1394
2281,139,1387,2027
2282,3077,3299,410
2283,2443,1662,2915
2285,4371,4356,237
2286,3734,15,466
2288,4032,3268,4288
2289,2857,2109,237
2290,2161,364,749
2292,2743,1288,315
2293,2924,2742,2239
2297,3352,4490,2776
2298,738,4393,237
2299,376,1528,749
2300,1571,3453,2986
2301,4015,4487,2986
2303,2268,4137,4028
2304,1422,2801,1394
2306,4501,1356,237
2308,250,2569,3416
2309,3375,2847,1610
2311,4250,2859,4393
2312,3840,2933,456
2313,1834,2396,1976
2314,2555,4198,1488
2317,4493,1013,610
2318,3644,2986,4393
2319,809,706,2239
2321,3892,3659,237
2322,1234,693,890
2323,815,3175,3410
2324,1220,4163,2994
2325,2786,3093,2811
2326,3458,2492,4189
2327,385,366,1689
2331,1624,459,36
2339,4078,194,237
2340,3079,2859,4503
2341,4058,369,3347
2343,3266,3831,237
2345,1789,2548,466
2346,4509,1280,683
2347,3028,1789,61
2348,442,1288,610
2349,1570,455,2599
2350,2159,3470,234
2351,4421,1171,1861
2352,1828,4401,170
2353,2661,1062,3610
2356,2064,1186,4483
2358,2667,2242,1957
2360,603,2492,1206
2362,4572,1062,1031
2365,2003,892,749
2366,2848,4411,2986
2369,394,4598,3592
2370,2599,3883,4031
2371,1237,628,2527
2372,1378,3627,237
2373,1191,589,2845
2374,1582,2335,170
2375,4380,4255,255
2377,1113,234,675
2379,2073,250,3957
2385,1069,4193,237
2386,2076,1657,2904
2387,1766,3120,2640
2388,843,1416,1114
2389,821,1475,1901
2390,4567,3194,575
2392,2490,3199,2444
2394,2043,2475,237
2395,1888,3052,4503
2396,4597,455,1394
2397,4302,773,2027
2400,3018,2598,2986
2401,2786,242,2904
2402,3867,3299,2599
2403,773,3743,237
2404,337,628,2891
2405,4589,2271,237
2407,3607,890,2796
2410,2296,3693,3156
2411,167,980,237
2412,1408,1857,749
2415,3114,4224,2449
2416,1629,1362,2904
2417,3161,3874,3791
2418,1843,1474,1957
2420,1425,2271,410
2421,2083,3126,749
2423,363,3333,2994
2425,1978,2025,237
2426,1074,4193,4503
2428,3238,1789,2986
2430,3461,967,193
2431,621,3459,833
2433,1590,3614,2169
2434,3992,90,1053
2436,465,2598,237
2439,1285,822,1808
2442,4169,4224,3737
2444,1286,3656,2169
2445,672,3737,2986
2446,3069,3306,4393
2448,3532,3827,237
2449,248,2664,307
2453,3703,3863,4393
2454,2543,3093,1808
2457,290,1356,3959
2463,444,2487,307
2465,1684,990,2599
2466,2692,3843,1642
2469,4540,2329,237
2470,1981,482,2986
2473,1528,3917,622
2475,2452,1210,2113
2478,380,2746,1015
2480,2280,2548,237
2481,2768,2859,1808
2482,541,2271,2607
2483,3109,786,3486
2485,476,1495,4503
2486,1885,1858,4285
2490,272,2916,3541
2493,310,1893,237
2495,3614,1789,237
2497,1968,489,237
2499,4100,3171,610
2501,2848,760,237
2503,1269,685,2611
2506,4367,2548,1488
2508,1626,3470,237
2509,2996,2487,2891
2510,1793,2763,883
2511,310,3719,749
2513,819,4441,3571
2514,3139,3204,237
2515,2978,459,4299
2516,3271,3302,749
2517,1429,1362,3957
2519,3241,3946,3480
2522,707,3737,284
2524,4044,2197,263
2525,2699,4340,237
2527,96,750,315
2528,3965,945,2986
2531,2932,2986,954
2532,4434,507,4283
2533,2103,2916,237
2534,452,3819,2986
2536,3640,2224,1000
2537,2591,3025,4503
2538,1337,3405,3456
2539,446,4181,2611
2540,1039,3524,2169
2541,1290,1449,410
2542,4328,1171,3347
2544,1162,1836,2414
2546,162,672,1719
2547,2996,536,2891
2548,3506,3949,2986
2550,1775,4006,2986
2553,3608,3721,4374
2554,3530,714,2795
2555,4485,3800,237
2556,2215,3819,749
2557,1377,3870,2113
2558,3173,3461,3054
2560,195,1058,749
2561,2507,1156,3198
2562,3541,2751,175
2563,3862,744,2886
2565,552,945,2986
2567,144,4246,2991
2569,2039,1186,3957
2571,2648,15,2599
2572,2580,1449,237
2573,3950,4383,3957
2576,1309,3656,237
2577,4580,3883,3486
2578,3214,3437,3957
2579,2571,4544,3737
2580,973,3843,64
2582,2387,536,1973
2583,599,2731,237
2585,131,2170,2607
2587,2630,2164,2860
2588,2984,2025,4503
2591,141,535,3571
2592,395,2197,4072
2593,1988,3453,2556
2595,64,3360,2897
2597,4273,3052,622
2598,1707,2329,4283
2599,3906,2361,237
2600,1938,2927,2986
2601,4528,4247,1287
2605,4546,2893,3571
2607,3244,242,800
2609,465,3360,237
2612,3334,3949,1689
2613,3417,2275,4245
2614,1220,250,4359
2617,2711,4224,3737
2619,2353,683,1957
2620,1704,1013,1901
2622,1599,3722,749
2625,1255,4181,55
2626,3429,3949,307
2627,1476,703,562
2629,4450,2114,763
2631,1964,1013,3109
2632,2243,3949,3957
2635,20,2880,2131
2638,2402,2687,297
2639,2911,3846,351
2641,738,1769,749
2644,3512,489,3250
2645,1427,2635,610
2647,2085,3986,1488
2649,2915,3821,376
2650,2554,2099,237
2653,3554,2893,2883
2656,195,2932,1204
2657,2065,3827,237
2659,2586,2007,263
2660,3717,2932,2986
2662,2175,3339,2904
2663,3612,672,263
2664,1958,4485,4028
2669,1691,474,763
2670,2845,2849,2991
2672,4040,369,2607
2673,3522,2427,4115
2675,4164,3468,61
2676,2294,4591,3208
2677,4516,3846,1957
2678,950,369,3456
2680,906,2880,2891
2683,2516,1858,683
2684,948,2851,113
2685,559,3126,1693
2686,2967,876,1029
2691,2488,2164,174
2692,4098,1588,3347
2693,3234,693,2212
2694,2739,892,3981
2695,24,223,402
2697,2626,4169,749
2701,3967,3459,50
2702,2156,1475,3957
2705,414,4272,2599
2706,1368,72,237
2707,1758,455,2986
2708,491,507,2256
2709,300,3038,4198
2712,3085,3494,4503
2713,1893,2414,406
2715,1566,1156,36
2716,1974,2893,307
2718,2218,90,237
2720,2347,3747,610
2721,3009,4356,61
2722,3951,3873,351
2723,2778,3310,865
2726,1627,1397,237
2727,1551,3310,943
2732,1168,2916,2998
2736,1262,2935,442
2737,4520,2109,749
2738,4363,1062,3487
2742,567,3821,1492
2744,872,1465,3740
2746,651,3917,263
2748,1089,2751,307
2749,591,1173,237
2752,2154,990,4483
2758,2170,3519,1578
2762,2205,4221,2986
2764,3856,4356,2671
2765,2401,4254,4503
2766,3055,1264,749
2768,101,3772,622
2770,3932,3864,3571
2774,1217,489,929
2775,4419,4393,1000
2776,2231,4598,4189
2777,1968,3722,4563
2778,833,2164,4393
2779,4502,619,1689
2780,36,234,237
2781,941,1785,562
2782,294,3831,4102
2783,3611,3917,237
2784,355,2224,237
2787,456,1475,3222
2788,4055,2842,3957
2789,1771,4519,4006
2791,2954,2487,2622
2793,1062,2687,957
2794,2114,1013,2599
2795,2985,980,4283
2799,330,1173,167
2801,496,2139,4229
2802,3846,1013,237
2803,1638,3405,4288
2806,3808,589,2113
2808,4568,2140,1394
2809,1300,731,1061
2810,3893,1390,3740
2811,762,1709,3213
2813,2250,1084,237
2814,66,1495,1061
2815,3070,3560,237
2818,2646,1037,562
2820,575,1356,4140
2821,3354,2789,749
2822,4417,3883,792
2823,3935,4519,929
2825,436,3560,1166
2826,2532,3037,562
2827,1265,2935,2977
2829,3395,234,237
2830,1517,1789,2008
2832,1297,3052,683
2834,1070,791,55
2835,772,3339,3957
2836,1757,2664,237
2839,1233,4137,4503
2842,449,1397,800
2843,429,3461,1458
2845,1593,967,237
2847,4399,4432,3335
2848,2537,637,1578
2851,737,1225,3486
2852,1116,990,1056
2853,465,3049,1969
2854,2880,535,2599
2855,2627,1280,1573
2856,1546,1032,3535
2857,2592,4441,4503
2858,638,3494,2263
2861,4465,3437,307
2862,2885,3915,610
2863,2358,121,2897
2864,805,364,1808
2865,3904,2763,3156
2867,773,1156,4393
2871,1443,1290,3709
2872,1114,250,749
2876,1089,1858,307
2879,862,2316,4503
2880,1285,1528,1049
2883,4118,1356,622
2884,2718,3295,2986
2886,4327,2751,4471
2888,1794,4326,3113
2891,2710,4490,237
2893,115,2880,36
2894,1974,2957,3787
2897,2984,3646,1957
2900,3485,3659,237
2903,3560,4036,749
2904,3653,2569,1957
2905,3700,2763,2891
2906,4445,1800,562
2908,1928,3819,4189
2911,3399,703,4393
2916,3641,250,2986
2917,1647,507,237
2919,91,3333,2986
2921,3665,1588,1249
2923,2625,805,622
2924,2602,250,174
2928,3847,1975,237
2930,1736,3299,4146
2931,3987,980,36
2932,792,2359,2027
2933,3090,2729,237
2935,742,3468,466
2936,3582,1173,237
2937,2394,773,4393
2939,1925,3302,3588
2940,2418,2396,4028
2941,2755,2541,1871
2942,3169,1859,1206
2943,3471,714,237
2946,2010,3302,307
2947,4296,4441,237
2948,3399,364,376
2949,2354,2583,562
2952,904,1032,1800
2953,2315,2970,3299
2954,2584,1535,237
2955,4552,1495,771
2956,2666,2007,4351
2957,2977,90,237
2958,2895,1220,749
2959,1326,3306,237
2961,352,3846,1754
2962,1768,3268,466
2963,1608,2801,1394
2964,948,4396,1400
2965,1615,1859,683
2966,307,693,2212
2967,3779,3986,1394
2969,4157,1154,3978
2972,4106,2986,3737
2973,1239,636,3957
2974,3178,3302,1663
2975,265,2390,263
2976,1040,4440,36
2977,247,2644,749
2979,15,3524,3299
2980,4194,2729,237
2982,3677,64,237
2983,4096,1893,4393
2984,4447,4066,237
2985,1775,1360,2986
2987,841,2893,610
2989,2584,3310,3104
2991,2543,4288,929
2997,2684,3519,749
2998,4256,2527,622
3000,314,4143,237
3006,2337,3132,237
3007,4060,3747,1515
3008,4111,1171,237
3010,4086,2460,3347
3011,1461,1517,3428
3014,1553,1234,1536
3015,344,2329,1166
3016,3293,773,2628
3017,367,3360,1206
3019,35,3132,237
3020,4196,3846,1488
3022,4546,3175,3614
3026,2154,3821,3957
3028,1116,2859,1318
3030,1882,1288,1061
3031,171,4006,749
3034,3707,1447,272
3035,2086,549,1536
3039,171,1639,3571
3041,1218,908,1437
3042,4257,3953,2599
3044,3277,1366,36
3045,703,3986,749
3047,2965,2801,3213
3048,4459,637,883
3051,3035,1058,749
3055,1253,744,3311
3057,3333,2242,1957
3059,2103,1857,3614
3064,2654,4036,1060
3066,35,3025,237
3067,4236,4254,3351
3068,691,3646,238
3073,1903,3846,1206
3074,4406,3949,1314
3075,3700,3126,1536
3076,1273,791,562
3078,2927,4168,2599
3079,1837,2170,610
3080,3824,2784,883
3082,134,2742,788
3085,4443,1674,351
3086,619,2025,237
3087,345,967,237
3089,346,3722,1992
3090,4514,3098,2986
3091,2097,2099,1000
3092,1315,3821,3541
3094,3716,1528,1500
3095,495,3627,2986
3096,4106,2583,3737
3097,4246,4198,4283
3098,2725,1361,749
3099,627,3175,3156
3100,2069,146,3531
3101,254,1662,4503
3102,3901,1639,562
3105,1988,2099,2008
3107,939,3953,3156
3109,3573,3093,3740
3110,879,146,1821
3111,1538,3273,1488
3112,4009,4487,3841
3113,508,4246,3664
3114,2331,194,4517
3116,165,2390,263
3117,3636,3433,351
3121,4115,1037,4555
3122,2543,3122,929
3123,2340,3339,721
3124,4284,1709,2986
3126,3276,2746,3957
3131,1140,1800,4390
3133,2440,726,683
3134,1426,3210,237
3136,3507,1501,4396
3137,988,3238,749
3139,1412,2224,237
3140,2749,4544,622
3141,1518,3665,237
3142,971,637,749
3143,4066,535,3568
3144,2903,1220,1583
3145,4237,4288,4288
3146,3710,3435,3957
3147,1628,2164,4189
3148,1276,526,800
3149,3852,1264,749
3150,4400,3986,2599
3151,2863,1184,307
3154,3171,990,2986
3155,1609,1360,2717
3158,726,489,263
3164,3383,3772,1132
3166,3834,1982,2027
3170,1160,1893,237
3172,2304,3831,3957
3173,4087,2025,1314
3175,147,3839,2113
3176,3549,4490,351
3177,2530,1535,315
3178,2521,2170,1808
3180,1213,3917,957
3182,177,3093,640
3185,3872,4452,237
3186,923,4193,4072
3187,4084,507,749
3188,2016,892,2994
3189,3977,3721,2169
3191,2365,4066,3957
3193,1610,4396,4189
3195,3690,4254,237
3196,3426,1836,1424
3199,3667,4444,2986
3200,1702,1742,2986
3203,691,3791,1781
3206,138,746,1573
3209,3335,1285,2986
3210,3124,746,4443
3212,3486,2751,4471
3216,348,3339,4483
3217,2635,2731,2310
3218,4511,3072,237
3222,392,4591,3347
3223,1549,3560,3885
3225,1485,3132,237
3226,3009,990,1464
3227,3148,1031,1206
3228,1320,990,3208
3229,3215,2994,3001
3230,2049,1449,3487
3233,1138,3204,237
3237,3108,4519,307
3238,4108,412,237
3240,572,636,2454
3241,1611,2583,237
3242,3636,628,3664
3244,2527,1031,263
3246,3883,250,3986
3248,932,1234,2599
3249,834,3175,4031
3251,2002,683,237
3253,4217,812,78
3254,3343,665,4022
3255,4217,972,78
3257,688,4598,2690
3260,4230,1447,2986
3261,1783,589,4283
3262,4367,189,3957
3264,843,3433,2915
3265,1182,2018,237
3267,1442,3171,237
3268,24,948,2986
3272,2239,4124,237
3273,4030,3821,1674
3274,89,1362,749
3275,3239,1900,562
3276,1712,3210,3129
3277,1745,3772,2599
3278,3720,4490,2599
3279,1928,3827,3593
3281,4180,1356,749
3282,650,786,4471
3285,2326,2933,2891
3286,4552,3737,912
3287,646,1325,3957
3288,4264,4272,2113
3289,1952,1184,3957
3291,3187,2312,749
3292,1517,2271,2113
3295,3607,4591,237
3297,1134,619,749
3298,2227,908,4283
3299,1704,4487,749
3305,1856,1184,1821
3306,1405,1325,4393
3307,3094,3863,622
3308,655,2842,2986
3312,1877,3199,1969
3313,452,2335,2986
3314,2535,2957,2317
3315,4396,549,3299
3316,604,72,1663
3317,1641,1368,3931
3319,272,1156,1087
3323,3331,2548,1957
3325,2217,2994,1197
3326,4399,3484,3583
3327,4473,980,237
3328,3113,2789,1488
3329,3477,1800,3648
3331,4557,648,3319
3333,1236,4181,237
3335,3103,3560,2498
3338,3842,2757,2169
3339,3129,1290,1821
3340,1185,1156,237
3341,652,4052,3957
3345,1211,2541,749
3346,555,2583,36
3347,2896,945,1488
3348,734,2475,237
3354,1152,3843,3898
3355,2362,2724,2991
3357,4197,1261,4482
3360,1872,3693,3737
3361,3305,4003,237
3363,3650,1264,883
3364,1410,194,4503
3367,827,3175,4031
3370,494,4272,4390
3371,1131,3295,2986
3372,1947,3560,4411
3375,2311,1210,3245
3376,706,4374,610
3377,570,3103,955
3378,1852,2784,2886
3379,200,4052,2131
3382,1684,665,615
3384,579,3949,1400
3387,3038,3204,4230
3390,3027,2396,237
3393,3119,2390,2768
3394,1802,3459,1317
3396,3231,396,1000
3399,3164,194,4517
3401,4221,1501,3957
3403,3957,2664,658
3404,323,1390,4362
3406,1204,1368,2140
3408,2637,693,2994
3410,2921,1901,2212
3413,2556,412,2886
3415,1958,2882,2468
3418,3049,1154,800
3419,4412,250,824
3420,2948,4169,3487
3421,709,1973,4503
3423,2853,1367,2986
3424,2472,396,2986
3425,3312,4401,237
3429,3571,3693,237
3432,432,1742,3658
3434,445,665,763
3435,2996,1982,749
3436,1831,3772,4194
3441,4244,773,237
3442,2820,2390,263
3444,1238,474,763
3445,1750,2285,2986
3446,3037,1031,4503
3447,2802,3299,2473
3448,1159,4163,237
3449,3736,1662,527
3452,3722,3122,4012
3453,664,1210,2113
3454,1035,69,2945
3455,4317,3256,749
3459,2502,4432,2986
3460,2160,4288,562
3463,4203,1789,109
3464,203,2390,3550
3465,2137,3461,2986
3467,682,2139,3054
3468,4512,3470,2930
3471,1563,4340,3787
3474,3255,628,913
3475,4319,4023,1356
3476,3029,2583,2994
3477,1582,1225,170
3478,4429,4255,2986
3479,41,489,800
3481,1095,685,1369
3484,690,2932,1674
3485,3341,3874,4299
3486,4355,4163,1424
3490,451,3843,4150
3492,4479,2312,749
3493,457,3791,2986
3494,193,1290,1066
3495,2973,2140,4482
3496,1660,1154,749
3499,1492,2170,376
3501,474,3038,4503
3503,1387,455,2986
3504,476,760,2444
3506,2726,3821,2690
3509,3293,2933,36
3510,2277,1156,1890
3512,3917,2664,167
3514,2060,1975,315
3515,2929,1220,763
3517,2353,2328,113
3518,2412,1279,4503
3520,30,4168,315
3521,480,3721,4503
3522,3174,1360,2994
3523,2223,4401,749
3524,1772,1501,4393
3526,2329,1858,4503
3527,1190,3773,2994
3529,927,15,3299
3532,2045,3846,4382
3533,3550,2583,3164
3534,1895,1975,237
3535,447,4193,237
3536,2670,4036,4396
3539,2516,4254,749
3541,3852,4169,749
3543,3088,1122,4240
3546,1461,369,1450
3547,1809,2541,4199
3549,202,1390,307
3550,4176,2427,2977
3551,931,2390,4503
3554,3315,3503,749
3556,2111,2271,36
3557,2972,3721,1061
3558,3121,4485,763
3560,2500,2731,3863
3561,1972,2316,2556
3562,4194,4137,3054
3563,4593,69,213
3564,2386,2757,237
3568,4066,1368,3780
3570,4381,3098,3970
3572,4097,1367,4245
3573,3940,967,1901
3574,134,2801,237
3576,2586,4168,265
3578,1287,412,237
3580,1097,3093,263
3581,3376,1407,4518
3583,2861,628,3480
3584,914,1220,2986
3586,2251,535,70
3587,2572,1657,3347
3588,70,2114,36
3589,1700,1210,4179
3590,3201,2199,237
3591,3640,2880,749
3592,3429,665,3299
3594,791,1087,2398
3595,3822,2842,2986
3596,966,3238,2599
3599,1352,2360,4503
3601,310,3433,749
3604,3037,3360,4600
3605,1110,223,442
3611,3066,146,2904
3612,1369,4247,292
3614,3519,2312,3245
3615,1663,1657,237
3616,2713,1449,4245
3618,1243,3967,2986
3621,3743,3839,237
3622,1274,1769,749
3623,4419,366,1000
3632,3350,3405,2904
3634,4319,2882,3299
3635,4016,189,2709
3636,1804,703,456
3638,196,1449,3359
3639,3996,3238,675
3640,2847,1062,2837
3643,1583,1362,284
3644,254,1495,4483
3646,3318,2242,2607
3647,1128,1397,237
3648,1078,3238,3614
3649,3002,3737,4503
3650,500,948,3299
3651,2255,3548,652
3652,2651,3540,2599
3654,2083,4198,905
3656,3780,4254,749
3657,1909,4487,2994
3660,3258,3468,1773
3661,1735,685,610
3665,241,3263,1663
3667,784,3863,4482
3669,814,3719,237
3670,2692,69,4517
3671,4428,1288,1536
3673,93,746,3514
3674,3657,3839,4283
3676,2326,3915,2986
3679,1852,4340,905
3680,2286,1956,1719
3681,2674,4440,749
3684,3541,4402,749
3686,306,474,749
3687,2685,3052,1747
3688,1053,4480,2986
3691,3916,1517,1808
3693,894,3737,263
3695,3738,3310,1061
3696,284,3310,950
3698,3415,1789,1578
3699,2343,4526,4393
3701,2834,1901,1536
3702,3729,3548,749
3703,1626,4224,237
3704,1711,4169,749
3705,595,3333,749
3707,4485,1475,50
3708,1851,2583,1488
3709,3590,412,920
3713,2082,632,2904
3714,4172,1154,307
3715,2264,1975,2169
3716,1267,1836,749
3717,1494,4288,109
3718,1453,990,2309
3719,3455,4591,3709
3720,1004,412,1060
3721,4599,2932,4072
3722,4119,4163,2991
3723,207,1447,622
3724,784,3468,1368
3726,2987,750,2945
3730,4311,396,2689
3731,3530,4006,4044
3732,2945,1800,3510
3733,1190,2316,2994
3735,4290,4452,3213
3736,2786,2635,2904
3738,2167,3946,237
3741,673,3773,562
3742,3360,890,237
3743,3804,64,64
3744,3656,3986,4503
3746,3793,3132,3787
3749,1105,1210,2891
3750,827,364,263
3751,1979,3864,2604
3752,3877,945,1000
3755,1721,3870,2551
3758,2407,1087,4326
3760,1765,1495,1689
3762,1075,2916,237
3766,4555,4490,237
3770,143,750,562
3775,1872,2114,1689
3778,1852,1264,1000
3781,3168,1362,4283
3782,3497,459,3583
3783,1304,2109,237
3789,1256,3484,4503
3790,2208,3846,525
3792,4392,1674,2398
3793,1673,3103,237
3794,1054,2414,3793
3795,2484,908,3859
3800,1525,2271,2994
3801,3479,2970,763
3803,908,2724,121
3804,554,4052,610
3806,2677,2109,1957
3807,1839,1858,1488
3810,2561,4383,3541
3812,620,3194,237
3814,3697,967,2239
3815,4519,250,4245
3818,561,3494,178
3819,255,3737,3570
3820,3550,1173,3570
3821,2705,3827,3957
3822,3979,3459,50
3823,115,648,1030
3824,2613,4487,1536
3825,2383,2932,1280
3826,226,4143,3603
3827,997,1360,622
3828,4290,4254,3213
3830,2851,1285,3737
3831,1190,3238,2994
3833,1368,3831,749
3835,1110,3171,2986
3836,2094,3072,749
3838,1849,4519,2986
3839,2864,4452,749
3840,365,2635,3487
3842,1062,3821,1318
3843,3135,760,4600
3844,4444,908,1177
3846,1674,1662,562
3847,4348,1387,4422
3850,1476,4441,562
3852,4156,2746,4323
3853,763,3548,2986
3856,1661,2199,3570
3858,1624,2731,36
3859,2671,3171,237
3862,1683,3098,263
3863,3050,1234,315
3865,2242,805,4374
3866,3914,703,562
3867,923,1366,2048
3869,4345,1122,237
3870,3786,1037,749
3871,1528,2271,622
3873,857,3120,4482
3875,4487,3120,4393
3876,3362,1360,1488
3878,4438,3299,2095
3880,4570,2242,1800
3881,40,3883,610
3882,1910,2842,2986
3884,2376,2933,4483
3886,1668,990,237
3889,1126,744,4245
3892,2794,3100,3347
3894,3464,3874,1832
3896,2675,3737,749
3897,2848,3093,1092
3900,2901,2893,2611
3902,1865,3437,4393
3905,3921,2687,749
3906,889,3310,610
3908,1578,3072,55
3909,1544,890,2897
3914,3772,2763,4194
3915,4185,3333,2833
3916,1781,693,3791
3919,735,948,3780
3922,990,366,2986
3924,1214,1465,622
3925,988,3093,1639
3927,3861,2316,540
3929,3510,489,1976
3930,320,3093,4283
3932,434,786,1968
3933,4149,1517,1051
3934,3149,1858,2066
3937,2394,632,237
3938,116,1709,1488
3940,1784,3256,1092
3942,1937,3435,2027
3943,581,3100,3347
3944,1816,948,36
3945,160,3870,36
3946,1250,2275,749
3947,3784,3049,3957
3952,14,2935,3347
3953,4411,876,3841
3955,829,2114,442
3956,1353,3435,1957
3957,392,4326,562
3958,1609,1156,2231
3961,679,2527,4283
3962,4523,3126,78
3963,1843,3038,1957
3964,1747,4198,4198
3965,1108,1261,2599
3967,347,474,3693
3970,3178,2724,1663
3972,3800,3268,36
3975,1285,1800,36
3976,1164,648,800
3979,2242,706,3487
3982,3493,773,2994
3984,1071,4255,883
3988,379,2789,2611
3989,1174,2285,4379
3991,3129,3560,3610
3992,1888,1956,1694
3996,403,2598,1982
3999,1608,3461,4503
4001,3346,3171,2986
4002,133,791,1166
4003,4458,3256,3957
4007,821,2335,2607
4008,4073,4396,4249
4015,2309,1362,263
4016,2946,4480,2332
4018,1801,3360,1747
4020,2349,628,2689
4021,4407,2548,237
4022,4543,2335,2599
4024,2479,50,3358
4025,1251,4340,376
4027,2546,2801,3957
4028,3652,4487,386
4033,4592,3953,2986
4034,2594,3273,1515
4035,4373,72,3841
4036,3194,189,237
4037,2925,632,70
4038,312,2789,263
4039,4514,589,2986
4040,441,3503,699
4043,3006,242,2986
4044,871,4383,237
4045,154,4444,2444
4047,1103,3646,749
4048,1168,4272,4189
4049,3268,3900,4503
4050,4527,3946,323
4051,3067,4383,1901
4052,1272,3665,2690
4053,1144,3773,354
4054,3115,1836,237
4055,2113,1465,237
4056,2622,3873,4229
4057,3390,760,237
4059,471,1087,4527
4060,2344,3627,1066
4061,1519,1285,1061
4062,4489,4396,3363
4063,1391,4544,2986
4064,1783,2789,1661
4065,4547,2140,4482
4066,2888,628,4189
4068,4123,812,2986
4071,3808,683,307
4074,2051,4124,237
4082,2104,1449,2586
4083,630,3049,4483
4084,3779,3870,3487
4085,2185,628,1975
4086,3198,2487,4189
4087,206,2932,1314
4091,2375,3025,760
4092,4284,1173,2986
4093,4240,2099,1450
4095,1707,1416,351
4096,3531,1234,4220
4097,4379,4254,763
4104,4351,2285,2169
4106,3837,1366,3347
4111,705,750,562
4112,1265,4432,2986
4113,4230,3132,4393
4115,291,2548,2244
4116,685,2986,622
4118,714,3435,237
4119,1202,236,3957
4122,872,1279,673
4124,343,4401,110
4126,1225,2583,237
4127,2250,4383,3514
4128,4237,1893,1408
4129,3244,3052,721
4133,3182,731,2986
4134,864,731,2970
4136,431,2224,307
4137,1214,2312,2986
4138,3106,4066,237
4139,821,1535,2607
4140,2570,474,3125
4141,2906,2316,763
4142,801,526,1957
4144,1153,1800,1000
4145,1508,3333,237
4147,753,2475,466
4151,4342,1171,2048
4153,3292,459,4503
4155,3225,389,2986
4156,1335,4411,3957
4157,2544,972,2608
4158,4161,1858,307
4161,2783,4393,237
4162,2773,1789,3957
4166,3346,2316,4503
4167,4412,3299,1416
4168,1769,2986,3957
4171,2025,2729,237
4174,3052,2970,36
4175,687,4036,3957
4176,4052,1982,4503
4177,4217,3917,78
4178,3191,1769,386
4180,4176,3819,1901
4181,4116,2859,1808
4183,3801,3295,1145
4184,2655,1210,2986
4185,2330,2731,4503
4186,2604,1407,3054
4187,4052,4598,2690
4188,1452,2285,3156
4189,1273,3827,4503
4190,1929,2329,237
4191,1349,1156,237
4194,2915,2751,36
4195,2377,4255,1488
4197,2678,1785,4483
4198,2148,1012,3541
4200,609,1367,2986
4201,1858,3238,830
4202,2962,4003,36
4204,849,2390,2599
4206,3821,2957,377
4207,47,2312,4503
4211,1582,628,3957
4213,4292,1225,2113
4214,2799,1087,4600
4215,2634,3656,4393
4217,4042,3772,3156
4219,3388,3052,456
4220,505,892,749
4221,4453,726,263
4222,4148,3819,633
4227,1563,4598,3486
4228,3033,3052,1000
4229,2160,3503,2599
4230,3543,805,805
4231,2423,2328,237
4232,1520,15,3885
4233,1463,366,4483
4234,1657,2162,444
4235,1414,1279,36
4236,1129,948,1000
4237,3671,2644,514
4238,964,773,237
4243,3194,4003,237
4245,260,2312,4483
4246,4002,1280,2169
4248,2144,3503,1152
4249,4386,1186,4283
4250,1682,250,2904
4253,3344,2664,1488
4255,793,4193,1408
4256,4310,2644,445
4257,2469,15,943
4258,2768,4401,2048
4259,18,3773,1317
4260,645,1742,683
4261,1115,3665,3487
4263,2590,2312,562
4266,3474,3103,2891
4267,389,3405,237
4269,2206,389,3435
4270,1028,1261,2994
4271,431,4224,263
4272,609,2757,2986
4274,1039,536,4288
4275,1394,4247,2886
4276,4278,2851,2986
4277,655,3953,237
4278,1362,1900,4483
4283,263,3846,4393
4284,3584,1390,800
4285,3527,805,351
4286,182,3946,749
4287,1115,1362,3487
4288,665,459,610
4290,3987,2139,4045
4291,4598,703,683
4293,1750,4006,456
4294,2926,3038,640
4295,684,1517,2765
4299,3255,1982,1061
4300,1053,3743,4249
4301,3076,4169,4483
4303,399,2742,800
4304,1880,1407,2986
4308,1575,2242,3
4309,1201,3784,1170
4315,1645,3306,3306
4316,3042,3397,1000
4318,23,3503,2986
4319,2671,2882,3456
