article_id,category
941,subject.Science.Biology.Birds
942,subject.Science.Biology.Plants
943,subject.Geography.Geology_and_geophysics
944,subject.People.Philosophers
945,subject.History.British_History.British_History_15001750
945,subject.People.Writers_and_critics
946,subject.Geography.African_Geography
947,subject.Language_and_literature.Languages
948,subject.Science.Chemistry.Chemical_elements
949,subject.Science.Chemistry.Chemical_elements
950,subject.Language_and_literature.Languages
951,subject.History.Military_History_and_War
952,subject.Science.Physics.Electricity_and_Electronics
953,subject.People.Artists
954,subject.Language_and_literature.Literature_types
954,subject.Language_and_literature.Poetry_and_Opera
955,subject.Science.Biology.General_Biology
956,subject.IT.Websites_and_the_Internet
957,subject.Design_and_Technology.Architecture
958,subject.Science.Biology.Insects_Reptiles_and_Fish
959,subject.Science.Biology.Birds
960,subject.Science.Physics.Space_Astronomy
961,subject.Language_and_literature.Poetry_and_Opera
962,subject.Geography.Geography_of_Asia
963,subject.Citizenship.Media
963,subject.IT.Websites_and_the_Internet
964,subject.Business_Studies.Companies
965,subject.Language_and_literature.Theatre
966,subject.People.Historical_figures
966,subject.Science.Physics.Space_transport
967,subject.Language_and_literature.Linguistics
968,subject.Science.Biology.Dinosaurs
969,subject.Everyday_life.Films
970,subject.Geography.Natural_Disasters
970,subject.Geography.Storms
971,subject.History.Ancient_History_Classical_History_and_Mythology
972,subject.Geography.North_American_Geography
973,subject.Design_and_Technology.Railway_transport
973,subject.Geography.North_American_Geography
974,subject.Science.Biology.General_Biology
975,subject.Design_and_Technology.Railway_transport
976,subject.Science.Biology.Dinosaurs
977,subject.Geography.Central_and_South_American_Geography
978,subject.People.Military_People
979,subject.People.USA_Presidents
980,subject.People.Political_People
981,subject.Geography.Geology_and_geophysics
982,subject.Geography.Geology_and_geophysics
983,subject.People.Religious_figures_and_leaders
984,subject.History.Ancient_History_Classical_History_and_Mythology
985,subject.Art.Artists
986,subject.Geography.Geology_and_geophysics
987,subject.Countries
987,subject.Geography.African_Geography.African_Countries
988,subject.Everyday_life.Food_and_agriculture
988,subject.Science.Biology.Plants
989,subject.People.Political_People
990,subject.Geography.European_Geography
991,subject.Science.Biology.Health_and_medicine
992,subject.Design_and_Technology.Architecture
993,subject.Geography.Geography_of_the_Middle_East
994,subject.Science.Chemistry.Chemical_elements
995,subject.Art.Art
996,subject.History.Ancient_History_Classical_History_and_Mythology
997,subject.Design_and_Technology.Air_and_Sea_transport
997,subject.History.British_History.British_History_Post_1900
998,subject.Citizenship.Politics_and_government
999,subject.Science.Chemistry.Chemical_compounds
1000,subject.Countries
1000,subject.Geography.Geography_of_Oceania_Australasia
1001,subject.Countries
1001,subject.Geography.European_Geography.European_Countries
1002,subject.Religion.Religious_disputes
1003,subject.Science.Physics.Electricity_and_Electronics
1004,subject.Science.Physics.Electricity_and_Electronics
1005,subject.Language_and_literature.Poetry_and_Opera
1006,subject.Citizenship.Culture_and_Diversity
1007,subject.Geography.Geography_of_Oceania_Australasia
1008,subject.Everyday_life.Films
1009,subject.Geography.Geography_of_Great_Britain
1010,subject.History.Military_History_and_War
1011,subject.Everyday_life.Games
1012,subject.History.Pre_1900_Military
1013,subject.Geography.Central_and_South_American_Geography
1014,subject.Science.Physics.General_Physics
1015,subject.People.Performers_and_composers
1016,subject.Geography.North_American_Geography
1017,subject.Everyday_life.Films
1018,subject.Science.Biology.Mammals
1019,subject.Geography.Mineralogy
1020,subject.Geography.Geography_of_Great_Britain
1021,subject.Geography.Geography_of_Oceania_Australasia
1022,subject.People.Artists
1023,subject.Science.Biology.Plants
1024,subject.Geography.African_Geography
1025,subject.Countries
1025,subject.Geography.African_Geography.African_Countries
1026,subject.People.Writers_and_critics
1027,subject.IT.Software
1028,subject.Everyday_life.Everyday_life
1029,subject.Countries
1029,subject.Geography.African_Geography.African_Countries
1030,subject.Design_and_Technology.Engineering
1031,subject.People.Religious_figures_and_leaders
1031,subject.Religion.Divinities
1032,subject.History.Military_History_and_War
1033,subject.Geography.European_Geography
1033,subject.History.Recent_History
1034,subject.History.Military_History_and_War
1035,subject.Geography.African_Geography
1036,subject.Design_and_Technology.Railway_transport
1037,subject.People.Monarchs_of_Great_Britain
1038,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1039,subject.Citizenship.Politics_and_government
1040,subject.Geography.General_Geography
1041,subject.History.North_American_History
1042,subject.History.British_History
1043,subject.Citizenship.Law
1043,subject.History.British_History.British_History_15001750
1044,subject.Science.Biology.Dinosaurs
1045,subject.Language_and_literature.Novels
1046,subject.Science.Biology.Birds
1047,subject.Everyday_life.Food_and_agriculture
1047,subject.Science.Biology.Plants
1048,subject.Science.Biology.Dinosaurs
1049,subject.Everyday_life.Food_and_agriculture
1050,subject.Countries
1050,subject.Geography.European_Geography.European_Countries
1051,subject.Everyday_life.Food_and_agriculture
1052,subject.Geography.African_Geography
1053,subject.Countries
1053,subject.Geography.Geography_of_Asia.Asian_Countries
1054,subject.Science.Biology.Birds
1055,subject.Science.Biology.Insects_Reptiles_and_Fish
1056,subject.Religion.Religious_movements_traditions_and_organizations
1057,subject.Geography.Natural_Disasters
1058,subject.Business_Studies.Currency
1059,subject.People.Performers_and_composers
1060,subject.Science.Chemistry.General_Chemistry
1061,subject.Countries
1061,subject.Geography.European_Geography.European_Countries
1062,subject.Art.Art
1063,subject.Design_and_Technology.Railway_transport
1064,subject.Business_Studies.Economics
1064,subject.People.Historical_figures
1065,subject.Everyday_life.Cartoons
1066,subject.Geography.General_Geography
1067,subject.People.Performers_and_composers
1068,subject.Music.Musical_Instruments
1069,subject.People.Sports_and_games_people
1070,subject.Citizenship.Politics_and_government
1071,subject.Geography.African_Geography
1072,subject.Science.Biology.Health_and_medicine
1073,subject.People.Astronomers_and_physicists
1074,subject.People.Chemists
1075,subject.Business_Studies.Business
1075,subject.Everyday_life.Everyday_life
1076,subject.Geography.Storms
1077,subject.Science.Biology.Birds
1078,subject.Science.Biology.Dinosaurs
1079,subject.Art.Art
1080,subject.Science.Biology.Birds
1081,subject.Citizenship.Law
1082,subject.People.USA_Presidents
1083,subject.Design_and_Technology.Railway_transport
1084,subject.Countries
1084,subject.Geography.African_Geography.African_Countries
1085,subject.Science.Physics.General_Physics
1086,subject.Music.Performers_and_composers
1087,subject.History.General_history
1088,subject.People.Chemists
1089,subject.Science.Physics.Space_transport
1090,subject.Science.Biology.Mammals
1091,subject.Countries
1091,subject.Geography.African_Geography.African_Countries
1092,subject.Countries
1092,subject.Geography.Geography_of_Asia.Asian_Countries
1093,subject.Geography.Geography_of_Asia
1094,subject.History.General_history
1095,subject.Citizenship.Education
1096,subject.Science.Physics.General_Physics
1097,subject.Geography.Geography_of_Asia
1098,subject.History.Recent_History
1099,subject.Science.Physics.General_Physics
1100,subject.Business_Studies.Currency
1101,subject.Citizenship.Culture_and_Diversity
1102,subject.Countries
1102,subject.Geography.Geography_of_Asia.Asian_Countries
1103,subject.Everyday_life.Food_and_agriculture
1103,subject.Science.Biology.Plants
1104,subject.Geography.Geography_of_Asia
1105,subject.Business_Studies.Economics
1106,subject.History.Recent_History
1107,subject.Language_and_literature.Poetry_and_Opera
1108,subject.Art.Art
1109,subject.People.Philosophers
1110,subject.History.Military_History_and_War
1111,subject.Geography.European_Geography
1112,subject.History.General_history
1112,subject.People.Historical_figures
1113,subject.Science.Biology.General_Biology
1114,subject.Geography.European_Geography
1115,subject.Everyday_life.Recreation
1116,subject.Art.Art
1117,subject.Geography.Natural_Disasters
1118,subject.Geography.Geography_of_Great_Britain
1119,subject.Science.Physics.Space_Astronomy
1120,subject.People.Writers_and_critics
1121,subject.Everyday_life.Food_and_agriculture
1121,subject.Science.Biology.Plants
1122,subject.Mathematics
1123,subject.Design_and_Technology.Railway_transport
1124,subject.Science.Biology.Health_and_medicine
1125,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1126,subject.People.Philosophers
1127,subject.Business_Studies.Companies
1128,subject.People.Engineers_and_inventors
1129,subject.Science.Biology.Insects_Reptiles_and_Fish
1130,subject.Geography.Storms
1131,subject.Science.Biology.Health_and_medicine
1132,subject.Science.Biology.General_Biology
1133,subject.Science.Physics.General_Physics
1134,subject.People.Geographers_and_explorers
1135,subject.People.Astronomers_and_physicists
1136,subject.Science.Biology.Organisms
1137,subject.Everyday_life.Films
1138,subject.History.General_history
1139,subject.Citizenship.Politics_and_government
1140,subject.Religion.Philosophy
1141,subject.History.Ancient_History_Classical_History_and_Mythology
1142,subject.People.Religious_figures_and_leaders
1143,subject.Everyday_life.Cartoons
1144,subject.Everyday_life.Drink
1145,subject.Science.Biology.Mammals
1146,subject.People.Performers_and_composers
1147,subject.History.Pre_1900_Military
1147,subject.Religion.Religious_disputes
1148,subject.Geography.North_American_Geography
1149,subject.Science.Chemistry.General_Chemistry
1150,subject.Science.Physics.Electricity_and_Electronics
1151,subject.IT.Websites_and_the_Internet
1152,subject.People.Computing_People
1153,subject.Everyday_life.Sports
1154,subject.Science.Biology.Mammals
1155,subject.Geography.North_American_Geography
1156,subject.Science.Chemistry.Chemical_elements
1157,subject.Science.Biology.Dinosaurs
1158,subject.Science.Physics.The_Planets
1159,subject.Science.Chemistry.Chemical_elements
1160,subject.Science.Biology.Insects_Reptiles_and_Fish
1161,subject.Science.Physics.Space_Astronomy
1162,subject.Science.Biology.Insects_Reptiles_and_Fish
1163,subject.Geography.Geography_of_Asia
1164,subject.Countries
1164,subject.Geography.North_American_Geography
1165,subject.Geography.European_Geography
1166,subject.Science.Biology.Evolution_and_reproduction
1167,subject.Science.Biology.Mammals
1168,subject.Science.Biology.Birds
1169,subject.People.Writers_and_critics
1170,subject.Science.Biology.Health_and_medicine
1171,subject.Science.Biology.Health_and_medicine
1172,subject.Design_and_Technology.Railway_transport
1173,subject.Science.Chemistry.Chemical_compounds
1174,subject.History.Military_History_and_War
1175,subject.Geography.Climate_and_the_Weather
1176,subject.Geography.North_American_Geography
1177,subject.Science.Biology.Mammals
1178,subject.Science.Biology.Birds
1179,subject.Science.Biology.General_Biology
1180,subject.Science.Biology.Health_and_medicine
1181,subject.Geography.African_Geography.African_Countries
1182,subject.Design_and_Technology.Air_and_Sea_transport
1183,subject.Religion.Philosophy
1184,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1184,subject.History.Historians_chroniclers_and_history_books
1185,subject.Citizenship.Politics_and_government
1186,subject.Geography.Geography_of_Great_Britain
1187,subject.Countries
1187,subject.Geography.Geography_of_Asia.Asian_Countries
1188,subject.Everyday_life.Food_and_agriculture
1189,subject.Science.Biology.General_Biology
1190,subject.Geography.Geography_of_Oceania_Australasia
1190,subject.Geography.Geology_and_geophysics
1191,subject.Citizenship.Law
1192,subject.History.British_History.British_History_17501900
1193,subject.Business_Studies.Economics
1194,subject.Citizenship.Education
1195,subject.Citizenship.Environment
1195,subject.Design_and_Technology.Engineering
1196,subject.Design_and_Technology.Engineering
1197,subject.Science.Biology.Mammals
1198,subject.Geography.Geography_of_Great_Britain
1199,subject.Science.Biology.Mammals
1200,subject.History.British_History.British_History_17501900
1200,subject.People.Political_People
1201,subject.Countries
1201,subject.Geography.African_Geography.African_Countries
1202,subject.Geography.Geography_of_Great_Britain
1203,subject.People.Actors_models_and_celebrities
1204,subject.History.Ancient_History_Classical_History_and_Mythology
1205,subject.Science.Biology.Health_and_medicine
1206,subject.Countries
1206,subject.Geography.African_Geography.African_Countries
1207,subject.Science.Chemistry.Chemical_elements
1208,subject.History.Ancient_History_Classical_History_and_Mythology
1208,subject.People.Historical_figures
1209,subject.History.Pre_1900_Military
1210,subject.Religion.Divinities
1211,subject.People.Actors_models_and_celebrities
1212,subject.Science.Biology.Dinosaurs
1213,subject.Citizenship.Education
1213,subject.Everyday_life.Recreation
1214,subject.Religion.Religious_movements_traditions_and_organizations
1215,subject.Everyday_life.Recreation
1216,subject.Science.Biology.Mammals
1217,subject.People.Historical_figures
1218,subject.People.Political_People
1219,subject.History.World_War_II
1220,subject.Religion.Myths
1221,subject.People.Writers_and_critics
1222,subject.People.Performers_and_composers
1223,subject.History.General_history
1224,subject.People.Actors_models_and_celebrities
1225,subject.Geography.North_American_Geography
1226,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1226,subject.People.Monarchs_of_Great_Britain
1227,subject.Religion.Divinities
1228,subject.Science.Biology.Birds
1229,subject.Art.Art
1230,subject.Countries
1230,subject.Geography.European_Geography.European_Countries
1231,subject.Geography.Geography_of_Oceania_Australasia
1232,subject.Geography.African_Geography
1233,subject.People.Historical_figures
1234,subject.Countries
1234,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
1235,subject.Citizenship.Politics_and_government
1236,subject.People.Military_People
1237,subject.Science.Physics.General_Physics
1238,subject.Geography.General_Geography
1239,subject.Design_and_Technology.Engineering
1240,subject.Countries
1240,subject.Geography.European_Geography.European_Countries
1241,subject.Design_and_Technology.Engineering
1241,subject.IT.Computing_hardware_and_infrastructure
1242,subject.Science.Physics.General_Physics
1242,subject.Science.Physics.Space_Astronomy
1243,subject.Geography.Geography_of_Great_Britain
1244,subject.Everyday_life.Films
1245,subject.Countries
1245,subject.Geography.Geography_of_Asia.Asian_Countries
1246,subject.Geography.General_Geography
1247,subject.Science.Biology.Birds
1248,subject.Everyday_life.Food_and_agriculture
1249,subject.Science.Biology.General_Biology
1250,subject.Mathematics
1251,subject.History.Pre_1900_Military
1252,subject.People.Historical_figures
1253,subject.Geography.Storms
1254,subject.History.Pre_1900_Military
1255,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1255,subject.People.Historical_figures
1256,subject.Everyday_life.Food_and_agriculture
1257,subject.Citizenship.Animal_and_Human_Rights
1258,subject.Geography.Geography_of_Asia
1259,subject.Geography.Central_and_South_American_Geography
1260,subject.Everyday_life.Sports
1261,subject.IT.Computer_Programming
1262,subject.Design_and_Technology.Air_and_Sea_transport
1262,subject.Design_and_Technology.Engineering
1263,subject.Design_and_Technology.Railway_transport
1264,subject.Science.Biology.Mammals
1265,subject.Science.Physics.Space_Astronomy
1266,subject.Everyday_life.Television
1267,subject.Design_and_Technology.Engineering
1268,subject.Design_and_Technology.Engineering
1269,subject.Everyday_life.Cartoons
1270,subject.Business_Studies.Currency
1271,subject.Science.Chemistry.Chemical_elements
1272,subject.People.USA_Presidents
1273,subject.Everyday_life.Drink
1274,subject.Science.Biology.Birds
1275,subject.Language_and_literature.Poetry_and_Opera
1276,subject.Religion.Divinities
1277,subject.Geography.Storms
1278,subject.Science.Chemistry.Chemical_compounds
1279,subject.Science.Biology.General_Biology
1280,subject.People.Philosophers
1281,subject.Everyday_life.Cartoons
1281,subject.Everyday_life.Television
1282,subject.Science.Biology.Dinosaurs
1283,subject.People.Performers_and_composers
1284,subject.Science.Biology.Health_and_medicine
1285,subject.Countries
1285,subject.Geography.African_Geography.African_Countries
1286,subject.Language_and_literature.General_Literature
1287,subject.Citizenship.Community_organisations
1288,subject.Geography.Geology_and_geophysics
1289,subject.People.Historical_figures
1290,subject.Geography.General_Geography
1291,subject.Business_Studies.Business
1291,subject.Citizenship.Community_organisations
1292,subject.Countries
1292,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
1293,subject.Design_and_Technology.Railway_transport
1294,subject.Science.Physics.Space_Astronomy
1295,subject.People.Performers_and_composers
1296,subject.IT.Computer_Programming
1297,subject.Geography.North_American_Geography
1298,subject.People.Military_People
1299,subject.People.Religious_figures_and_leaders
1300,subject.History.Pre_1900_Military
1301,subject.Geography.Geography_of_Great_Britain
1302,subject.People.Religious_figures_and_leaders
1303,subject.Geography.North_American_Geography
1304,subject.Design_and_Technology.Railway_transport
1305,subject.People.Military_People
1306,subject.Science.Physics.Space_Astronomy
1307,subject.Language_and_literature.General_Literature
1308,subject.History.Historians_chroniclers_and_history_books
1309,subject.Geography.North_American_Geography
1310,subject.Design_and_Technology.Architecture
1311,subject.Science.Biology.Plants
1312,subject.History.General_history
1313,subject.Geography.African_Geography
1314,subject.Citizenship.Animal_and_Human_Rights
1315,subject.Science.Biology.Insects_Reptiles_and_Fish
1316,subject.Science.Biology.Mammals
1317,subject.Design_and_Technology.Engineering
1317,subject.Everyday_life.Television
1318,subject.Art.Art
1319,subject.Geography.Natural_Disasters
1320,subject.Science.Chemistry.Chemical_compounds
1321,subject.Everyday_life.Films
1322,subject.Everyday_life.Food_and_agriculture
1322,subject.Science.Chemistry.General_Chemistry
1323,subject.Geography.Geography_of_Oceania_Australasia
1324,subject.Language_and_literature.Novels
1325,subject.Geography.Geography_of_Great_Britain
1326,subject.Countries
1326,subject.Geography.African_Geography.African_Countries
1327,subject.Geography.African_Geography
1328,subject.Science.Biology.Health_and_medicine
1328,subject.Science.Biology.Organisms
1329,subject.Design_and_Technology.Architecture
1330,subject.Geography.Geography_of_Great_Britain
1331,subject.Language_and_literature.Novels
1332,subject.Everyday_life.Television
1333,subject.Language_and_literature.Linguistics
1334,subject.People.Historical_figures
1335,subject.People.Artists
1336,subject.Science.Physics.General_Physics
1337,subject.People.Human_Scientists
1338,subject.History.Ancient_History_Classical_History_and_Mythology
1339,subject.Business_Studies.Companies
1339,subject.History.British_History.British_History_15001750
1340,subject.People.Writers_and_critics
1341,subject.Science.Physics.Space_Astronomy
1342,subject.History.World_War_II
1343,subject.Geography.Geography_of_Oceania_Australasia
1344,subject.Design_and_Technology.Air_and_Sea_transport
1345,subject.Countries
1345,subject.Geography.Geography_of_Asia.Asian_Countries
1346,subject.Science.Biology.General_Biology
1347,subject.Geography.Peoples
1348,subject.Geography.Natural_Disasters
1349,subject.People.Performers_and_composers
1350,subject.Design_and_Technology.Engineering
1350,subject.Design_and_Technology.Railway_transport
1351,subject.Geography.Natural_Disasters
1352,subject.Language_and_literature.Theatre
1353,subject.Countries
1353,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
1354,subject.People.Engineers_and_inventors
1355,subject.Geography.European_Geography
1356,subject.History.General_history
1357,subject.Science.Biology.Health_and_medicine
1358,subject.Geography.Natural_Disasters
1359,subject.Language_and_literature.Languages
1360,subject.Citizenship.Politics_and_government
1361,subject.History.Ancient_History_Classical_History_and_Mythology
1362,subject.People.Artists
1363,subject.Science.Physics.Space_Astronomy
1364,subject.People.Historical_figures
1365,subject.People.Engineers_and_inventors
1366,subject.Music.Musical_Instruments
1367,subject.People.Actors_models_and_celebrities
1368,subject.Citizenship.Environment
1368,subject.Science.Biology.General_Biology
1369,subject.Geography.Central_and_South_American_Geography
1370,subject.Science.Biology.Birds
1371,subject.Geography.General_Geography
1372,subject.Geography.Peoples
1373,subject.Countries
1373,subject.Geography.European_Geography.European_Countries
1374,subject.History.Military_History_and_War
1375,subject.Science.Biology.General_Biology
1376,subject.Geography.European_Geography
1377,subject.IT.Software
1378,subject.People.Actors_models_and_celebrities
1379,subject.Geography.Geography_of_Oceania_Australasia
1380,subject.Language_and_literature.Theatre
1380,subject.People.Writers_and_critics
1381,subject.Language_and_literature.Novels
1382,subject.People.Performers_and_composers
1383,subject.Language_and_literature.Poetry_and_Opera
1383,subject.People.Performers_and_composers
1384,subject.Science.Biology.Health_and_medicine
1385,subject.Science.Physics.Space_transport
1386,subject.Design_and_Technology.Architecture
1387,subject.Countries
1387,subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries
1388,subject.Music.Musical_genres_styles_eras_and_events
1389,subject.Science.Physics.General_Physics
1390,subject.Geography.Climate_and_the_Weather
1391,subject.Geography.General_Geography
1392,subject.Language_and_literature.General_Literature
1393,subject.Design_and_Technology.Architecture
1394,subject.Countries
1394,subject.Geography.European_Geography.European_Countries
1395,subject.Science.Biology.Mammals
1396,subject.Geography.Geology_and_geophysics
1397,subject.Religion.Religious_texts
1398,subject.Design_and_Technology.Air_and_Sea_transport
1399,subject.Geography.Geography_of_Great_Britain
1400,subject.Science.Chemistry.Chemical_elements
1401,subject.Language_and_literature.Theatre
1401,subject.People.Writers_and_critics
1402,subject.Citizenship.Environment
1403,subject.Countries
1403,subject.Geography.Geography_of_Oceania_Australasia
1404,subject.History.British_History.British_History_15001750
1405,subject.Everyday_life.Computer_and_Video_games
1406,subject.Business_Studies.Business
1407,subject.IT.Software
1408,subject.Countries
1408,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
1409,subject.Religion.Religious_movements_traditions_and_organizations
1410,subject.Countries
1410,subject.Geography.European_Geography.European_Countries
1411,subject.Religion.Religious_movements_traditions_and_organizations
1412,subject.Geography.Peoples
1413,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1413,subject.Language_and_literature.Literature_types
1414,subject.Music.Musical_genres_styles_eras_and_events
1415,subject.Everyday_life.Computer_and_Video_games
1416,subject.Geography.General_Geography
1417,subject.Citizenship.Culture_and_Diversity
1418,subject.Countries
1418,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
1419,subject.Countries
1419,subject.Geography.European_Geography.European_Countries
1420,subject.Science.Biology.Mammals
1421,subject.Design_and_Technology.Road_transport
1421,subject.Geography.North_American_Geography
1422,subject.Everyday_life.Computer_and_Video_games
1423,subject.Citizenship.Law
1424,subject.Science.Chemistry.Chemical_elements
1425,subject.Geography.Geography_of_Great_Britain
1426,subject.Everyday_life.Computer_and_Video_games
1427,subject.Everyday_life.Food_and_agriculture
1427,subject.Science.Biology.Plants
1428,subject.History.Military_History_and_War
1429,subject.People.Historical_figures
1430,subject.Geography.Geology_and_geophysics
1431,subject.Language_and_literature.Literature_types
1432,subject.Language_and_literature.Novels
1433,subject.History.Pre_1900_Military
1434,subject.Everyday_life.Food_and_agriculture
1434,subject.Science.Biology.Plants
1435,subject.Geography.European_Geography
1436,subject.Business_Studies.Economics
1437,subject.Citizenship.Politics_and_government
1437,subject.History.British_History
1438,subject.Design_and_Technology.Architecture
1438,subject.Design_and_Technology.Railway_transport
1439,subject.Science.Biology.Mammals
1440,subject.Science.Chemistry.Chemical_elements
1441,subject.History.World_War_II
1442,subject.Geography.European_Geography
1443,subject.Science.Chemistry.Chemical_elements
1444,subject.Citizenship.Politics_and_government
1445,subject.Science.Physics.Space_Astronomy
1446,subject.Everyday_life.Sports
1447,subject.People.Writers_and_critics
1448,subject.Design_and_Technology.Engineering
1448,subject.IT.Cryptography
1449,subject.Science.Chemistry.Chemical_elements
1450,subject.Mathematics
1451,subject.Science.Chemistry.Chemical_elements
1452,subject.History.General_history
1453,subject.Religion.Divinities
1454,subject.Geography.African_Geography
1455,subject.History.Recent_History
1456,subject.People.Monarchs_of_Great_Britain
1457,subject.Countries
1457,subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries
1458,subject.History.General_history
1459,subject.Everyday_life.Television
1460,subject.Music.Musical_genres_styles_eras_and_events
1461,subject.Business_Studies.Economics
1461,subject.People.Historical_figures
1462,subject.Everyday_life.Recreation
1463,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1464,subject.Geography.Climate_and_the_Weather
1465,subject.Geography.Storms
1466,subject.Everyday_life.Television
1467,subject.History.Military_History_and_War
1468,subject.Religion.Religious_movements_traditions_and_organizations
1469,subject.Science.Chemistry.Chemical_elements
1470,subject.People.Chemists
1471,subject.People.USA_Presidents
1472,subject.People.Historical_figures
1473,subject.Geography.Mineralogy
1474,subject.People.Astronomers_and_physicists
1475,subject.Science.Biology.Birds
1476,subject.Science.Biology.Health_and_medicine
1477,subject.People.Historical_figures
1478,subject.Science.Biology.Mammals
1479,subject.Science.Biology.Health_and_medicine
1480,subject.Music.Musical_genres_styles_eras_and_events
1481,subject.People.Astronomers_and_physicists
1482,subject.Science.Biology.Insects_Reptiles_and_Fish
1483,subject.Geography.Climate_and_the_Weather
1483,subject.Geography.Storms
1484,subject.History.Ancient_History_Classical_History_and_Mythology
1485,subject.Business_Studies.Business
1485,subject.Business_Studies.Economics
1486,subject.History.General_history
1486,subject.People.Historical_figures
1487,subject.Science.Biology.Birds
1488,subject.Geography.Geography_of_Great_Britain
1489,subject.People.Military_People
1490,subject.History.Ancient_History_Classical_History_and_Mythology
1491,subject.People.Mathematicians
1492,subject.Science.Biology.Plants
1493,subject.Religion.Religious_disputes
1494,subject.History.World_War_II
1495,subject.Citizenship.Politics_and_government
1496,subject.Language_and_literature.Poetry_and_Opera
1497,subject.Geography.Geography_of_Asia
1498,subject.People.Chemists
1499,subject.Citizenship.Environment
1500,subject.Geography.Geography_of_Asia
1501,subject.Science.Chemistry.Chemical_elements
1502,subject.Religion.Religious_disputes
1503,subject.Design_and_Technology.Railway_transport
1504,subject.Science.Biology.Birds
1505,subject.People.Philosophers
1506,subject.Science.Biology.Insects_Reptiles_and_Fish
1507,subject.History.Military_History_and_War
1508,subject.History.Recent_History
1509,subject.Citizenship.Conflict_and_Peace
1509,subject.Citizenship.Politics_and_government
1510,subject.Geography.Geography_of_Oceania_Australasia
1511,subject.Geography.Geography_of_Asia
1512,subject.Everyday_life.Food_and_agriculture
1512,subject.Science.Biology.Plants
1513,subject.Science.Biology.Dinosaurs
1514,subject.Science.Biology.Birds
1515,subject.People.Historical_figures
1516,subject.Science.Biology.Mammals
1517,subject.Religion.Divinities
1518,subject.People.Political_People
1519,subject.Everyday_life.Recreation
1519,subject.Science.Biology.Plants
1520,subject.Science.Biology.Plants
1521,subject.Language_and_literature.Theatre
1522,subject.People.Religious_figures_and_leaders
1523,subject.People.Historical_figures
1524,subject.People.Writers_and_critics
1525,subject.Citizenship.Environment
1525,subject.Science.Biology.General_Biology
1526,subject.Everyday_life.Television
1527,subject.Science.Biology.Health_and_medicine
1528,subject.Science.Biology.Insects_Reptiles_and_Fish
1529,subject.People.Producers_directors_and_media_figures
1530,subject.Science.Biology.Dinosaurs
1531,subject.Citizenship.Media
1531,subject.Citizenship.Politics_and_government
1532,subject.Science.Biology.Health_and_medicine
1533,subject.Business_Studies.Economics
1534,subject.Science.Physics.Space_Astronomy
1535,subject.History.Ancient_History_Classical_History_and_Mythology
1536,subject.Countries
1536,subject.Geography.European_Geography.European_Countries
1537,subject.Religion.Religious_texts
1538,subject.History.British_History.British_History_17501900
1539,subject.Science.Biology.Mammals
1540,subject.Science.Biology.Health_and_medicine
1541,subject.Geography.African_Geography
1542,subject.People.Sports_and_games_people
1543,subject.People.Writers_and_critics
1544,subject.Citizenship.Politics_and_government
1545,subject.Science.Physics.Space_Astronomy
1546,subject.People.Engineers_and_inventors
1547,subject.IT.Websites_and_the_Internet
1548,subject.Music.Musical_genres_styles_eras_and_events
1549,subject.Geography.General_Geography
1550,subject.Citizenship.Politics_and_government
1551,subject.Geography.Geology_and_geophysics
1552,subject.Science.Biology.Birds
1553,subject.People.Historical_figures
1554,subject.Science.Biology.Plants
1555,subject.Language_and_literature.Poetry_and_Opera
1556,subject.Geography.Geology_and_geophysics
1557,subject.Design_and_Technology.Architecture
1558,subject.Science.Biology.Health_and_medicine
1559,subject.Geography.Climate_and_the_Weather
1560,subject.Geography.North_American_Geography
1561,subject.Design_and_Technology.Engineering
1562,subject.Science.Chemistry.Chemical_elements
1563,subject.Science.Biology.Birds
1564,subject.Religion.Myths
1565,subject.Mathematics
1566,subject.Science.Biology.Mammals
1567,subject.History.North_American_History
1568,subject.Geography.Geography_of_Asia
1569,subject.Citizenship.Politics_and_government
1570,subject.People.Political_People
1571,subject.Design_and_Technology.Railway_transport
1572,subject.People.Sports_and_games_people
1573,subject.History.Ancient_History_Classical_History_and_Mythology
1574,subject.Design_and_Technology.Road_transport
1574,subject.Geography.Geography_of_Great_Britain
1575,subject.People.Historical_figures
1575,subject.People.Monarchs_of_Great_Britain
1576,subject.Everyday_life.Television
1577,subject.Design_and_Technology.Road_transport
1577,subject.Geography.Geography_of_Great_Britain
1578,subject.History.Ancient_History_Classical_History_and_Mythology
1578,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
1579,subject.History.British_History.British_History_1500_and_before_including_Roman_Britain
